STATE,ORIG_LABEL,MAP_SYM1,MAP_SYM2,UNIT_LINK,PROV_NO,PROVINCE,UNIT_NAME,UNIT_AGE,UNITDESC,STRAT_UNIT,UNIT_COM,MAP_REF,ROCKTYPE1,ROCKTYPE2,ROCKTYPE3,UNIT_REF
NY,Otbr,Otbr,Otbr;1,NYOtbr;1,1,Adirondack Sheet,"Trenton and Black River Groups, undivided",Middle Ordovician,"Trenton and Black River Groups, undivided - Glens Falls and Orwell Limestones.  In Canada: Lindsay, Verulam, Bodcaygeon, Gull River Limestones; Shadow Lake Dolostone.",,"part of Lorraine, Trenton, and Black River Groups up to 1600 ft. (490 m).Secondary unit description from USGS Lexicon website (ref. NY046) and reference NY036: Revised stratigraphic correlations based on reinterpretation of graptolites and K-bentonites in the area suggest that the lower part of the Utica Shale is the lateral equivalent of a large part of the lower Trenton Group and is older than the Denley Limestone, with which it has been previously equated. Authors state that it is not yet clear exactly how much of the lower Trenton Group is equivalent to the lower part of the Utica Shale, which is named the Flat Creek Member in this report. The member lies between the Glens Falls Limestone of the Trenton below and the Dolgeville Formation above in the central Mohawk Valley. Diagram shows the Flat Creek interfingering with the Sugar River Limestone of the Trenton Group near East Canada Creek. The Indian Castle Member (a new name proposed for that upper part of the Utica overlying the Dolgeville Formation) interfingers with the Rust Member of the Denley Limestone between Wolf Hollow Creek and Trenton Falls. The Utica youngs westward and near Trenton Falls oversteps the Steuben and Denley Limestones at the top of the Trenton Group. In the study area, the Trenton ranges in age from Rocklandian to Edenian, while the base of the Utica is Kirkfieldian in the central region and the top reaches the Maysvillian in the western region (Goldman and others, 1994).",NY001,limestone,,,NY002NY036NY046
NY,Otbr,Otbr,Otbr;2,NYOtbr;2,2,Hudson-Mohawk Sheet,"Trenton and Black River Groups, undivided",Middle Ordovician,"Trenton and Black River Groups, undivided - Mohawk Valley: Dolgeville, Denley, Sugar River, Kings Falls, Glens Falls, Rockland, Amsterdam, and Lowville Limestones.  Washington County: Glens Falls and Orwell Limestones.",,"part of Lorraine, Trenton, and Black River Groups up to 4500 ft. (1400 m).Secondary unit description from USGS Lexicon website (ref. NY046) and reference NY036:Revised stratigraphic correlations based on reinterpretation of graptolites and K-bentonites in the area suggest that the lower part of the Utica Shale is the lateral equivalent of a large part of the lower Trenton Group and is older than the Denley Limestone, with which it has been previously equated. Authors state that it is not yet clear exactly how much of the lower Trenton Group is equivalent to the lower part of the Utica Shale, which is named the Flat Creek Member in this report. The member lies between the Glens Falls Limestone of the Trenton below and the Dolgeville Formation above in the central Mohawk Valley. Diagram shows the Flat Creek interfingering with the Sugar River Limestone of the Trenton Group near East Canada Creek. The Indian Castle Member (a new name proposed for that upper part of the Utica overlying the Dolgeville Formation) interfingers with the Rust Member of the Denley Limestone between Wolf Hollow Creek and Trenton Falls. The Utica youngs westward and near Trenton Falls oversteps the Steuben and Denley Limestones at the top of the Trenton Group. In the study area, the Trenton ranges in age from Rocklandian to Edenian, while the base of the Utica is Kirkfieldian in the central region and the top reaches the Maysvillian in the western region (Goldman and others, 1994).",NY001,limestone,,,NY002NY036NY046
NY,Otm,Otm,Otm;1,NYOtm;1,1,Adirondack Sheet,Taconic Melange,Middle Ordovician,Taconic Melange - chaotic mixture of Early Cambrian thru Middle Ordovician pebble to block-size clasts in a pelitic matrix of Middle Ordovician (Barneveld) age.  Rims and floors earlier submarine gravity slides of Taconian Orogeny.,,"part of Lorraine, Trenton, and Black River Groups up to 1600 ft. (490 m).",NY001,melange,,,NY002
NY,Otm,Otm,Otm;2,NYOtm;2,2,Hudson-Mohawk Sheet,Taconic Melange,Middle Ordovician,Taconic Melange - chaotic mixture of Early Cambrian thru Middle Ordovician pebble to block-size angular to rounded clasts in a pelitic matrix of Middle Ordovician (Barneveld) age.  Rims and floors earlier submarine gravity slides of Taconian Orogeny.,,"part of Lorraine, Trenton, and Black River Groups up to 4500 ft. (1400 m).",NY001,melange,,,NY002
NY,Otm,Otm,Otm;3,NYOtm;3,3,Lower Hudson Sheet,Taconic Melange,Middle Ordovician,Taconic Melange - chaotic mixture of Early Cambrian thru Middle Ordovician pebble to block-size clasts in a pelitic matrix of Middle Ordovician (Barneveld) age.  Rims and floors earlier submarine gravity slides of Taconian Orogeny.,,part of Trenton Group and Metamorphic Equivalents up to 8000 ft. (2400 m).,NY001,melange,,,NY002
NY,Ou,Ou,Ou;1,NYOu;1,1,Adirondack Sheet,Utica Shale,Middle Ordovician,Utica Shale,,"part of Lorraine, Trenton, and Black River Groups up to 1600 ft. (490 m).Secondary unit description from USGS Lexicon website (ref. NY046) and reference NY036:The Utica Shale is divided in the Mohawk Valley into upper and lower parts by a tongue of the Dolgeville Formation and these parts are here assigned member names. The lower portion of the Utica is named the Flat Creek Member and the upper, the Indian Castle Member. These lithostratigraphic units replace earlier names such as the Canajoharie Shale, which are primarily biostratigraphic. Revised stratigraphic correlations based on reinterpretation of graptolites and K-bentonites in the area suggest that the lower part of the Utica Shale is the lateral equivalent of a large part of the lower Trenton Group and is older than the Denley Limestone, with which it has been previously equated. The Flat Creek Member overlies the early to middle Kirkfieldian Kings Falls Limestone of the Trenton Group at Canajoharie Creek and interfingers with the Sugar River Limestone of the Trenton Group to the west. The Trenton-Utica succession is a transgressive sequence. Westward, the Dolgeville grades into the lower Denley and the Utica (equivalent to only the upper Utica of the east) disconformably overlies the Denley and Steuben Limestones of the Trenton Group. The Utica underlies the Frankfort Formation throughout the study area. Age of the Utica between Chuctanunda Creek and Caroga Creek, ranges from Kirkfieldian (Mohawkian) to Edenian (Cincinnatian). Formation youngs westward and at Trenton Falls the entire unit is shown as Maysvillian (Cincinnatian). The following figure is adapted from Fig. 14 of Goldman and others (1994). Their cross-section shows age and facies relationships of the Utica Shale, Trenton Group, and adjacent units. The columns shown here were extracted from that diagram in an attempt to show the time transgressive nature of the Utica and the stratigraphic position of its newly named members. Ages and relationships are approximate. Dashed lines are used where contacts are gradational or interfingering. ",NY001,black shale,,,NY002NY036NY046
NY,Ou,Ou,Ou;2,NYOu;2,2,Hudson-Mohawk Sheet,Utica Shale,Middle Ordovician,Utica Shale,,"part of Lorraine, Trenton, and Black River Groups up to 4500 ft. (1400 m).Secondary unit description from USGS Lexicon website (ref. NY046) and reference NY036:The Utica Shale is divided in the Mohawk Valley into upper and lower parts by a tongue of the Dolgeville Formation and these parts are here assigned member names. The lower portion of the Utica is named the Flat Creek Member and the upper, the Indian Castle Member. These lithostratigraphic units replace earlier names such as the Canajoharie Shale, which are primarily biostratigraphic. Revised stratigraphic correlations based on reinterpretation of graptolites and K-bentonites in the area suggest that the lower part of the Utica Shale is the lateral equivalent of a large part of the lower Trenton Group and is older than the Denley Limestone, with which it has been previously equated. The Flat Creek Member overlies the early to middle Kirkfieldian Kings Falls Limestone of the Trenton Group at Canajoharie Creek and interfingers with the Sugar River Limestone of the Trenton Group to the west. The Trenton-Utica succession is a transgressive sequence. Westward, the Dolgeville grades into the lower Denley and the Utica (equivalent to only the upper Utica of the east) disconformably overlies the Denley and Steuben Limestones of the Trenton Group. The Utica underlies the Frankfort Formation throughout the study area. Age of the Utica between Chuctanunda Creek and Caroga Creek, ranges from Kirkfieldian (Mohawkian) to Edenian (Cincinnatian). Formation youngs westward and at Trenton Falls the entire unit is shown as Maysvillian (Cincinnatian). The following figure is adapted from Fig. 14 of Goldman and others (1994). Their cross-section shows age and facies relationships of the Utica Shale, Trenton Group, and adjacent units. The columns shown here were extracted from that diagram in an attempt to show the time transgressive nature of the Utica and the stratigraphic position of its newly named members. Ages and relationships are approximate. Dashed lines are used where contacts are gradational or interfingering. ",NY001,black shale,,,NY002NY036NY046
NY,Ou,Ou,Ou;5,NYOu;5,5,Finger Lakes Sheet,Utica Shale,Middle Ordovician,Utica Shale,,"part of Trenton Group 100-300 ft. (30-90 m).Secondary unit description from USGS Lexicon website (ref. NY046) and reference NY036:The Utica Shale is divided in the Mohawk Valley into upper and lower parts by a tongue of the Dolgeville Formation and these parts are here assigned member names. The lower portion of the Utica is named the Flat Creek Member and the upper, the Indian Castle Member. These lithostratigraphic units replace earlier names such as the Canajoharie Shale, which are primarily biostratigraphic. Revised stratigraphic correlations based on reinterpretation of graptolites and K-bentonites in the area suggest that the lower part of the Utica Shale is the lateral equivalent of a large part of the lower Trenton Group and is older than the Denley Limestone, with which it has been previously equated. The Flat Creek Member overlies the early to middle Kirkfieldian Kings Falls Limestone of the Trenton Group at Canajoharie Creek and interfingers with the Sugar River Limestone of the Trenton Group to the west. The Trenton-Utica succession is a transgressive sequence. Westward, the Dolgeville grades into the lower Denley and the Utica (equivalent to only the upper Utica of the east) disconformably overlies the Denley and Steuben Limestones of the Trenton Group. The Utica underlies the Frankfort Formation throughout the study area. Age of the Utica between Chuctanunda Creek and Caroga Creek, ranges from Kirkfieldian (Mohawkian) to Edenian (Cincinnatian). Formation youngs westward and at Trenton Falls the entire unit is shown as Maysvillian (Cincinnatian). The following figure is adapted from Fig. 14 of Goldman and others (1994). Their cross-section shows age and facies relationships of the Utica Shale, Trenton Group, and adjacent units. The columns shown here were extracted from that diagram in an attempt to show the time transgressive nature of the Utica and the stratigraphic position of its newly named members. Ages and relationships are approximate. Dashed lines are used where contacts are gradational or interfingering. ",NY001,black shale,,,NY002NY036NY046
NY,Ow,Ow,Ow;2,NYOw;2,2,Hudson-Mohawk Sheet,"Copake and Halcyon Lake Formations, Rochdale Limestone",Lower Ordovician,"Copake and Halcyon Lake Formations, Rochdale Limestone - Columbia County: Copake Formation-limestone, dolostone; Halcyon Lake Formation-chert, calc-dolostone.",,"part of Beekmantown and Stockbridge Groups, Potsdam Sandstone, and Vermont Valley Sequence up to 3500 ft. (1100 m).Note that unit has no name on printed map, (part of Wappinger Group - inferred from other map sheets). Used formations for unit name here.",NY001,limestone,dolostone (dolomite),chert,NY002
NY,Ow,Ow,Ow;3,NYOw;3,3,Lower Hudson Sheet,Copake and Rochdale Formations,Lower Ordovician,"Copake and Rochdale Formations - Copake Formation-limestone, dolostone, siltstone; Rochdale Formation-limestone, dolostone; Halcyon Lake Dolostone-locally cherty.",,"part of Wappinger and Stockbridge Groups, Poughquag Quartzite, and Metamorphic Equivalents up to 4000 ft. (1200 m).",NY001,limestone,dolostone (dolomite),siltstone; chert,NY002
NY,Owl,Owl,Owl;2,NYOwl;2,2,Hudson-Mohawk Sheet,Walloomsac Formation,Middle Ordovician,"Walloomsac Formation - slate, phyllite, schist, metagraywacke.",,"part of Lorraine, Trenton, and Black River Groups up to 4500 ft. (1400 m).",NY001,slate,phyllite,schist; metasedimentary rock,NY002
NY,Owl,Owl,Owl;3,NYOwl;3,3,Lower Hudson Sheet,Walloomsac Formation,Middle Ordovician,"Walloomsac Formation - phyllite, schist, metagraywacke.",,part of Trenton Group and Metamorphic Equivalents up to 8000 ft. (2400 m).,NY001,phyllite,schist,metasedimentary rock,NY002
NY,Pp,PAp,PAp;4,NYPAp;4,4,Niagara Sheet,Connoquenessing and Sharon Formations,Lower Pennsylvanian,"Connoquenessing and Sharon Formations - sandstone, shale; Sharon Formation-shale, sandstone, conglomerate; Olean Conglomerate 50-100 ft. (15-30 m).",,part of Pottsville Group,NY001,sandstone,shale,conglomerate,NY002
NY,Q,Q,Q;1,NYQ;1,1,Adirondack Sheet,Glacial and Alluvial Deposits,Quaternary,Glacial and Alluvial Deposits - underlying bedrock geology unknown.,,,NY001,alluvium,glacial drift,,NY002
NY,Q,Q,Q;2,NYQ;2,2,Hudson-Mohawk Sheet,Glacial and Alluvial Deposits,Quaternary,Glacial and Alluvial Deposits - underlying bedrock geology unknown.,,,NY001,alluvium,glacial drift,,NY002
NY,Q,Q,Q;3,NYQ;3,3,Lower Hudson Sheet,Glacial and Alluvial Deposits,Quaternary,Glacial and Alluvial Deposits - underlying bedrock geology unknown.,,,NY001,alluvium,glacial drift,,NY002
NY,Sab,Sab,Sab;4,NYSab;4,4,Niagara Sheet,Akron Dolostone,Upper Silurian,"Akron Dolostone - Bertie Formation-dolostone, shale.",,"part of Akron Dolostone and Salina group 400-700 ft. (120-210 m).Secondary unit descriptions from USGS Lexicon website (ref. NY046) and references NY029 and NY030:Akron Dolostone included in Bertie Group, but referred to as Akron-Cobleskill strata. Consists of very fine grained rocks in the Canadian sections and approaches a mottled waterlime in character. Included in Bertie because rocks are so similar to typical Bertie strata below, especially to the Victor Dolostone. Generally 3 to 5 m thick. Overlies Williamsville Formation. Age is Late Silurian (Ciurca and Hamell, 1994).Bertie Group redefined. Author includes the Akron-Cobleskill interval and the newly named Moran Corner Waterlime in his revised Bertie Group. Term Rondout Formation is restricted to its type area in southeastern NY. In this report, Bertie Group in western NY subdivided into (ascending) Fort Hill Waterlime, Oatka Formation, Fiddlers Green Formation, Scajaquada Formation, Williamsville Formation, Cobleskill Formation-Akron Dolostone, and Moran Corner Waterlime. Fort Hill and Moran Corner Waterlimes absent in Ontario, CAN (Ciurca, 1990).",NY001,dolostone (dolomite),shale,,NY002NY029NY030NY046
NY,Sab,Sab,Sab;5,NYSab;5,5,Finger Lakes Sheet,Akron Dolostone,Upper Silurian,"Akron Dolostone - Bertie Formation-dolostone, shale.",,"part of Akron Dolostone, Cobleskill Limestone, and Salina group 700-1000 ft. (210-300 m).Secondary unit descriptions from USGS Lexicon website (ref. NY046) and references NY029 and NY030:Akron Dolostone included in Bertie Group, but referred to as Akron-Cobleskill strata. Consists of very fine grained rocks in the Canadian sections and approaches a mottled waterlime in character. Included in Bertie because rocks are so similar to typical Bertie strata below, especially to the Victor Dolostone. Generally 3 to 5 m thick. Overlies Williamsville Formation. Age is Late Silurian (Ciurca and Hamell, 1994).Bertie Group redefined. Author includes the Akron-Cobleskill interval and the newly named Moran Corner Waterlime in his revised Bertie Group. Term Rondout Formation is restricted to its type area in southeastern NY. In this report, Bertie Group in western NY subdivided into (ascending) Fort Hill Waterlime, Oatka Formation, Fiddlers Green Formation, Scajaquada Formation, Williamsville Formation, Cobleskill Formation-Akron Dolostone, and Moran Corner Waterlime. Fort Hill and Moran Corner Waterlimes absent in Ontario, CAN (Ciurca, 1990).",NY001,dolostone (dolomite),shale,,NY002NY029NY030NY046
